79.691,38.194,79.691,37.731,79.884,37.731,79.497,37.731,77.563,35.417,73.501,32.639,67.505,30.093,59.381,29.398,4.971,32.407,41.586,38.426,34.816,45.833,2.882,57.639,26.499,72.685,26.112,82.639,26.306,81.944,27.079,72.685,2.882,60.648,33.075,50.694,38.685,42.593,45.261,37.037,53.965,3.287,62.089,31.481,68.472,32.176,73.308,34.028,76.402,37.037,77.756,37.963,76.015,36.806,70.793,32.407,62.863,29.861,53.965,30.787,44.487,35.185,3.617,4.213,29.787,53.241,2.824,64.815,294,74.537,31.141,83.565,31.335,87.963,30.561,83.796,29.594,74.074,30.368,62.269,34.043,51.389,39.845,42.593,47.389,36.111,55.899,3.125,6.383,29.398,1
67.892,27.315,68.085,27.315,68.085,27.315,68.085,27.315,67.892,26.852,66.344,25.694,6.383,24.769,59.961,24.074,54.159,23.843,47.195,25.231,39.652,28.009,33.075,32.407,27.079,39.583,2.147,48.611,18.182,58.796,16.248,66.667,14.894,72.685,14.507,75.694,14.894,74.074,16.054,68.056,18.375,59.491,23.404,49.537,29.014,40.741,3.617,33.565,43.907,28.704,51.644,25.926,59.381,0.25,66.151,26.852,706,29.398,73.694,31.944,74.275,31.944,72.921,30.324,69.826,27.315,64.603,24.769,57.447,23.148,4.913,2.338,41.586,2.662,34.623,32.639,28.627,40.509,23.404,48.843,19.536,57.407,17.795,63.657,17.215,67.361,17.021,69.213,17.215,69.213,1
72.147,23.611,7.234,23.611,7.234,23.611,7.234,23.611,7.234,23.611,71.567,2.338,67.505,22.685,59.188,22.685,4.971,0.25,42.747,3.125,36.944,38.194,30.948,49.306,27.853,62.269,26.306,71.528,26.112,76.389,25.919,7.662,27.466,69.676,30.754,55.787,37.718,43.056,46.035,35.185,55.899,30.556,65.377,29.861,73.114,2.963,79.304,30.556,82.012,31.481,80.851,30.787,75.629,28.704,66.538,27.083,54.932,26.157,45.841,31.481,39.458,3.912,33.849,48.843,30.754,59.722,2.882,6.713,28.046,71.759,28.046,73.148,2.882,6.875,31.141,58.102,3.675,46.759,44.101,37.731,52.031,30.556,59.768,25.926,67.118,25.231,73.501,2.662,78.143,27.778,1
5.648,32.407,56.286,32.407,56.093,32.407,55.899,32.407,55.899,32.407,55.126,31.019,52.224,28.472,46.615,26.852,39.072,28.241,31.141,32.176,24.371,38.657,17.795,44.676,12.186,55.787,10.251,67.824,98.646,75.694,96.712,0.75,92.843,6.875,10.832,59.722,13.926,50.694,17.988,42.361,23.598,36.111,30.754,30.556,39.845,25.926,48.936,23.843,56.867,25.231,62.282,28.472,6.499,29.861,64.797,28.935,62.089,2.662,56.286,25.231,47.969,25.231,38.491,28.241,30.368,33.565,24.565,40.046,20.503,45.139,17.602,50.694,15.667,5.787,1.412,63.194,13.926,62.037,16.054,55.556,20.503,49.074,26.306,42.361,33.269,34.722,41.006,28.009,4.913,24.306,1
67.118,38.426,67.118,38.657,67.311,38.657,67.311,38.426,67.311,37.963,65.957,36.574,61.702,3.588,55.706,38.889,49.323,4.537,46.615,52.315,46.228,62.037,47.389,71.759,54.545,1,47.969,80.556,44.874,7.037,45.068,59.259,46.809,48.611,51.064,38.426,56.673,2.963,64.603,24.306,74.662,25.926,83.559,34.259,87.621,44.676,87.234,48.148,86.267,44.907,84.913,38.657,82.785,32.407,7.795,25.926,69.826,23.611,60.348,2.662,52.805,32.639,47.776,40.046,44.874,46.528,43.907,53.009,4.294,62.269,44.487,75.231,45.648,84.028,51.257,9.838,5.087,96.991,47.195,81.713,46.422,76.389,44.101,6.412,45.068,54.167,47.776,44.213,53.191,34.259,1
83.366,3.588,83.752,37.731,82.979,38.426,83.172,37.731,83.172,41.667,80.077,50.231,73.114,57.639,63.636,63.426,54.545,66.667,47.195,65.278,42.553,61.111,41.006,55.093,41.393,47.685,42.747,40.046,44.681,34.028,46.035,32.639,45.841,36.806,46.422,43.519,49.323,49.769,53.965,5.463,61.315,57.176,70.406,56.944,78.723,54.398,84.139,48.611,8.646,39.815,8.646,31.713,86.654,26.852,87.234,30.093,87.041,38.426,8.472,46.759,78.917,52.546,706,57.407,60.542,61.343,5.029,61.574,43.714,55.324,41.586,45.833,42.553,37.037,44.681,32.176,45.455,35.185,46.035,43.519,4.913,51.157,55.706,56.019,64.603,5.787,74.662,56.713,83.752,52.546,1
71.567,68.056,71.373,68.056,70.986,68.981,7.118,68.287,71.567,65.741,71.373,65.509,69.439,58.102,6.499,52.083,60.348,49.769,53.965,50.926,45.648,52.083,36.557,54.167,32.302,63.889,25.532,72.917,21.857,80.324,21.083,8.125,22.437,76.389,24.758,65.046,30.948,59.259,34.816,54.861,44.294,0.5,54.932,48.843,62.476,46.065,68.859,49.306,73.501,56.481,76.983,61.574,78.723,63.426,77.756,61.111,73.888,55.556,67.311,45.833,59.574,47.222,51.064,49.306,40.426,51.852,33.849,57.407,29.594,59.259,26.306,68.519,23.598,75.231,22.437,7.662,23.017,74.306,24.758,67.824,30.174,61.111,35.397,57.639,41.006,52.315,4.913,48.611,55.899,4.838,1
77.563,60.417,77.563,60.417,7.795,59.722,75.629,53.935,70.793,44.444,64.217,39.815,54.352,43.519,4.294,4.838,37.524,53.935,32.882,6.088,31.721,73.148,31.335,75.694,31.335,0.75,31.141,64.352,34.816,56.713,37.718,51.852,44.101,48.148,52.998,45.833,61.122,45.602,65.957,43.981,70.019,49.537,72.921,53.009,73.308,64.352,74.662,64.583,74.468,60.185,73.308,50.231,70.213,48.148,6.499,44.676,58.607,44.213,5.087,43.056,43.133,4.537,35.977,49.306,33.075,54.861,30.368,60.185,28.627,69.907,29.207,78.704,28.433,74.306,29.207,62.963,32.689,56.481,3.675,51.852,45.648,45.833,54.545,4.537,61.509,47.685,66.344,46.759,7.118,53.472,1
77.756,63.426,77.563,63.426,77.369,61.806,75.822,50.694,71.373,40.509,65.184,38.426,56.286,36.574,46.228,39.352,38.878,43.519,34.623,4.838,32.882,53.472,31.141,57.176,29.207,61.806,29.594,7.338,29.014,72.454,29.981,58.796,34.236,51.852,42.166,45.139,51.451,41.667,58.994,43.287,64.797,44.444,69.246,45.602,74.662,51.852,80.464,56.713,84.139,61.574,84.526,60.648,81.625,55.556,75.242,46.991,66.731,40.972,58.027,43.056,49.323,4.213,40.619,44.676,33.849,51.157,29.594,55.787,23.017,59.954,17.795,68.519,16.248,71.759,17.408,7.037,23.598,58.102,32.108,52.778,38.298,46.991,46.422,4.375,55.899,44.213,6.325,46.296,68.085,4.838,1
74.468,58.565,74.468,59.028,74.662,58.333,73.501,55.787,7.118,47.222,65.764,43.287,59.188,45.139,5.029,45.139,41.199,47.685,36.557,53.704,31.528,5.625,27.466,67.593,24.952,71.759,25.145,71.991,26.112,6.713,30.561,59.028,3.559,50.694,45.455,46.296,53.191,47.222,60.542,47.454,65.764,46.991,70.793,55.324,73.888,62.037,74.855,64.583,74.662,64.352,73.308,59.722,69.439,49.769,62.863,4.537,52.998,43.519,41.973,44.676,32.108,46.296,24.371,52.546,2.089,63.889,17.988,7.338,16.634,79.167,16.828,78.704,18.762,73.611,21.857,625,27.273,52.778,36.557,46.528,47.002,45.833,56.286,45.602,62.282,4.537,66.538,48.148,71.567,53.935,1
